Referencia;Nome;Categoria;Preco;Imagem;Preco Final;Id Categoria;Ativo
P5314;Carreto intermedio do KICK LIFAN;  Pedais E Veios Do Kick ;16,26;https://motoxpert.pt/web/image/product.template/8352/image?unique=a0c39f3;19,9998;93;1
86418;Carreto Intermedio da Embraiagem 18T, DAYTONA ANIMA 2.0 PITBIKE ;  Pedais E Veios Do Kick ;16,26;https://motoxpert.pt/web/image/product.template/8137/image?unique=92fe66b;19,9998;93;1
P6984;Carreto Intermedio do Kick Piaggio;  Pedais E Veios Do Kick ;12,2;https://motoxpert.pt/web/image/product.template/8921/image?unique=1fe3dab;15,006;93;1
P6985;Castelo/Engrenagem do Kick, for Piaggio, Vespa, Gilera, Aprilia 50-100cc 2-, 4-tempos;  Pedais E Veios Do Kick ;9,76;https://motoxpert.pt/web/image/product.template/8920/image?unique=1fe3dab;12,0048;93;1
P7046;"Carreto Intermédio do Kick, GY6 125, 152QMI-3 (Roda 16"")";  Pedais E Veios Do Kick ;73,17;https://motoxpert.pt/web/image/product.template/9910/image?unique=bd234b4;89,9991;93;1
P.16.0098;Pega p/ Puxador, MINIMOTO 47cc-49cc;  Puxadores ;1,62;https://motoxpert.pt/web/image/product.template/2535/image?unique=d0c8a04;1,9926;94;1
P.16.0122;Puxador Manual (Quadrado), TIPO1, TROTINETE/ROÇADOR;  Puxadores ;12,2;https://motoxpert.pt/web/image/product.template/2242/image?unique=d0c8a04;15,006;94;1
P.16.0087;Engrenagem (Castelo) em Aluminio, MINIMOTO 47cc-49cc;  Puxadores ;4,07;https://motoxpert.pt/web/image/product.template/2222/image?unique=d0c8a04;5,0061;94;1
P169;Puxador Manual (Aluminio), (ARRANQUE FÁCIL), MINIMOTO 47cc-49cc;  Puxadores ;20,33;https://motoxpert.pt/web/image/product.template/4567/image?unique=0ec5916;25,0059;94;1
P.16.0103;Puxador Manual (Aluminio), MINIMOTO 47cc-49cc;  Puxadores ;13,82;https://motoxpert.pt/web/image/product.template/2241/image?unique=b4170f0;16,9986;94;1
P1783;Puxador Manual (Quadrado), TIPO 2, TROTINETE/ROÇADOR;  Puxadores ;12,2;https://motoxpert.pt/web/image/product.template/5138/image?unique=d0c8a04;15,006;94;1
P497;KIT - Puxador Manual (Aluminio), (ARRANQUE FÁCIL) + Volante do Magnético, MINIMOTO 47cc-49cc;  Puxadores ;24,35;https://motoxpert.pt/web/image/product.template/4124/image?unique=6717a19;29,9505;94;1
;Pedal de Mudanças CNC (c/ extensão), YCF / PITBIKE;  Pedais De Mudanças ;31,7;https://motoxpert.pt/web/image/product.template/23735/image?unique=a31a6ae;38,991;95;1
P.44.0040;Pedal de mudanças, estrias 11mm;  Pedais De Mudanças ;9,76;https://motoxpert.pt/web/image/product.template/3551/image?unique=6ed5298;12,0048;95;1
;Pedal de Mudanças CNC, YCF;  Pedais De Mudanças ;23,58;https://motoxpert.pt/web/image/product.product/7630/image?unique=43255d8;29,0034;95;1
P.16.0068.0048;Veio do pedal das mudanças (Completo), 156FMI   ;  Pedais De Mudanças ;31,71;https://motoxpert.pt/web/image/product.template/2692/image?unique=eec8e91;39,0033;95;1
P.16.0074.0019;Veio mudanças tipo 3;  Pedais De Mudanças ;20,33;https://motoxpert.pt/web/image/product.template/2691/image?unique=55af0b9;25,0059;95;1
P.16.0115.0002;Pedal de Mudanças, MIKILON / AJS JSM 125 ;  Pedais De Mudanças ;28,46;https://motoxpert.pt/web/image/product.template/2533/image?unique=2f85c24;35,0058;95;1
PROC000243;PEDAL DE MUDANÇAS UNIVERSAL;  Pedais De Mudanças ;9,76;https://motoxpert.pt/web/image/product.template/2532/image?unique=2f85c24;12,0048;95;1
P.16.0115.0005;Pedal de Mudanças (Duplo) (PRETO), ST50/90 / GORILLA/MONKEY 50;  Pedais De Mudanças ;12,2;https://motoxpert.pt/web/image/product.template/2531/image?unique=fd387c4;15,006;95;1
P.16.0115.0004;Pedal de Mudanças CUB;  Pedais De Mudanças ;22,76;https://motoxpert.pt/web/image/product.template/2530/image?unique=cb26819;27,9948;95;1
P.16.0074.0032;Alavanca das mudanças ATV300;  Pedais De Mudanças ;125,2;https://motoxpert.pt/web/image/product.template/2259/image?unique=08fea9a;153,996;95;1
P.16.0017.0001;Pedal Mudanças ATV250 Antiga;  Pedais De Mudanças ;20,33;https://motoxpert.pt/web/image/product.template/1597/image?unique=f244c3e;25,0059;95;1
P.16.0018;Pedal de mudanças CNC (Vermelho), UNIVERSAL;  Pedais De Mudanças ;16,67;https://motoxpert.pt/web/image/product.template/1253/image?unique=6ed5298;20,5041;95;1
P.03.0038;Alavanca Mudanças Completa CF188, XY500;  Pedais De Mudanças ;113,82;https://motoxpert.pt/web/image/product.template/357/image?unique=08fea9a;139,9986;95;1
P.16.0074.0077;Veio mudanças 125cc tipo 2;  Pedais De Mudanças ;12,6;https://motoxpert.pt/web/image/product.template/2699/image?unique=7af20a9;15,498;95;1
P.16.0074.0076;Veio mudanças 125cc tipo 1;  Pedais De Mudanças ;12,6;https://motoxpert.pt/web/image/product.template/2698/image?unique=ba3822b;15,498;95;1
P.16.0115.0001;Pedal das Mudanças Pitbike (c/ mola) (Cromado );  Pedais De Mudanças ;9,76;https://motoxpert.pt/web/image/product.template/2256/image?unique=a823a31;12,0048;95;1
P5321;Pedal das Mudanças, BULLIT (HERO) K157FMI;  Pedais De Mudanças ;43,9;https://motoxpert.pt/web/image/product.template/8349/image?unique=82f681f;53,997;95;1
XF125R.10.1-00; Pedal das Mudanças, BULLIT (HUNT) K157FMI ;  Pedais De Mudanças ;20,33;https://motoxpert.pt/web/image/product.template/8300/image?unique=02ab6a1;25,0059;95;1
P1146;Pedal de Mudanças (c/ extensão) Pitbike 2400/152FMH/3V YCF ;  Pedais De Mudanças ;9,76;https://motoxpert.pt/web/image/product.template/5482/image?unique=a31a6ae;12,0048;95;1
P1147;Pedal de Mudanças, Pitbike 24700/152FMH YCF ;  Pedais De Mudanças ;9,76;https://motoxpert.pt/web/image/product.template/5481/image?unique=a31a6ae;12,0048;95;1
P1155;Pedal de Mudanças c/ Tirante comprido Pitbike;  Pedais De Mudanças ;9,76;https://motoxpert.pt/web/image/product.template/5479/image?unique=6708fcd;12,0048;95;1
P1407;Alavanca das Mudanças, NBLUCK LK260;  Pedais De Mudanças ;89,43;https://motoxpert.pt/web/image/product.template/5385/image?unique=08fea9a;109,9989;95;1
P3889;Pedal de Mudanças, KEEWAY (SUPERLIGHT 125);  Pedais De Mudanças ;22,11;https://motoxpert.pt/web/image/product.template/7647/image?unique=cb26819;27,1953;95;1
P3895;Pedal de mudanças V-RAPTOR;  Pedais De Mudanças ;12,2;https://motoxpert.pt/web/image/product.template/7646/image?unique=cb26819;15,006;95;1
XF125R-C.10.1-00;Pedal de Mudanças (completo), BULLIT (SPIRIT);  Pedais De Mudanças ;65,45;https://motoxpert.pt/web/image/product.template/8308/image?unique=cb26819;80,5035;95;1
P6512;Pedal de Mudanças (completo), ZONGSHEN (ZS125-50);  Pedais De Mudanças ;28,46;https://motoxpert.pt/web/image/product.template/9202/image?unique=cb26819;35,0058;95;1
24700-D;Pedal de Mudanças (ajustável), c/ extensão, PITBIKE YCF;  Pedais De Mudanças ;11,38;https://motoxpert.pt/web/image/product.template/9083/image?unique=a31a6ae;13,9974;95;1
24700-SD;Pedal de Mudanças (ajustável), PITBIKE / YCF;  Pedais De Mudanças ;11,38;https://motoxpert.pt/web/image/product.template/9080/image?unique=a31a6ae;13,9974;95;1
A00-8-1;Tampa do Magnético, YCF (LITE) / PITBIKE;  Cárters E Tampas ;30,08;https://motoxpert.pt/web/image/product.template/32195/image?unique=f032073;36,9984;96;1
PROD13504;Tampa de Proteção, da Tampa do Variador / 1E40QMB (Preto);  Cárters E Tampas ;4,47;https://motoxpert.pt/web/image/product.template/36478/image?unique=9cd03e9;5,4981;96;1
YC50-20-101;Carter ESQ, YCF 50A / PITBIKE;  Cárters E Tampas ;81,26;https://motoxpert.pt/web/image/product.template/23712/image?unique=3c54485;99,9498;96;1
PROD7842;Carter DRT, YX150-160 KLX / PITBIKE;  Cárters E Tampas ;77,24;https://motoxpert.pt/web/image/product.template/15592/image?unique=92af9c2;95,0052;96;1
P1571;Tampa Trás, do rolamento ATV500;  Cárters E Tampas ;30,73;https://motoxpert.pt/web/image/product.template/5834/image?unique=86b8cfa;37,7979;96;1
P1501;Tampa do Carter DRT (da Embraiagem), com contrabalanço (PRETO) ST125, 156FMI;  Cárters E Tampas ;80,49;https://motoxpert.pt/web/image/product.template/5832/image?unique=cd0c445;99,0027;96;1
P1480;Tampa ESQ do Volante Magnético, (PRETO), MIKILON 250, CB250, 170MM;  Cárters E Tampas ;48,78;https://motoxpert.pt/web/image/product.template/5828/image?unique=9b473e9;59,9994;96;1
P1491;Carter Dirt. 140cc LIFAN PITBIKE (ANTIGA);  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/5709/image?unique=3c54485;49,9995;96;1
P316;Tampa TRAS INTERIOR, ATV300;  Cárters E Tampas ;48,78;https://motoxpert.pt/web/image/product.template/4586/image?unique=521db23;59,9994;96;1
P.16.0148;Tampa FRT, do rolamento ATV500;  Cárters E Tampas ;30,73;https://motoxpert.pt/web/image/product.template/2640/image?unique=74fc54d;37,7979;96;1
P.16.0072.0044;Tampa da caixa de velocidades, JOG 50, 1E40QMB;  Cárters E Tampas ;24,39;https://motoxpert.pt/web/image/product.template/2639/image?unique=9733d1c;29,9997;96;1
P.16.0072.0040;Tampa (DRT) (da caixa de velocidades), do Carter ESQ , SCOOTER 250, CFMOTO CF250, 172MM;  Cárters E Tampas ;37,07;https://motoxpert.pt/web/image/product.template/2638/image?unique=c804858;45,5961;96;1
P.16.0072.0039;Tampa (DRT) (da caixa de velocidades), do Carter ESQ , ATV150, 157QMJ;  Cárters E Tampas ;39,84;https://motoxpert.pt/web/image/product.template/2637/image?unique=d08fd04;49,0032;96;1
P.16.0072.0003;Tampa do Carter ESQ (do variador), JOG 50 2 Tempos, 1E40QMB   ;  Cárters E Tampas ;52,85;https://motoxpert.pt/web/image/product.template/2635/image?unique=fd0854a;65,0055;96;1
P.16.0072.0034;Tampa do carter ESQ (do variador) ATV300;  Cárters E Tampas ;65,45;https://motoxpert.pt/web/image/product.template/2634/image?unique=c804858;80,5035;96;1
P.16.0072.0022;Tampa do Carter ESQ (do magnetico), (PRETO), MIKILON, Comp. V-RAPTOR, 156FMI;  Cárters E Tampas ;58,54;https://motoxpert.pt/web/image/product.template/2633/image?unique=9b473e9;72,0042;96;1
P.16.0143;Tampa do Carter ESQ (do magnetico) CUB;  Cárters E Tampas ;20,33;https://motoxpert.pt/web/image/product.template/2632/image?unique=56f44cb;25,0059;96;1
P.16.0072.0045;Tampa do Carter DRT (da Embraiagem), s/ contrabalanço (CINZA) ST125, 156FMI   ;  Cárters E Tampas ;41,26;https://motoxpert.pt/web/image/product.template/2631/image?unique=2796093;50,7498;96;1
P.16.0142;Tampa do Carter DRT (da embraiagem) CUB;  Cárters E Tampas ;60,98;https://motoxpert.pt/web/image/product.template/2630/image?unique=395abf2;75,0054;96;1
P.16.0160;Meio Carter ESQ CUB;  Cárters E Tampas ;60,98;https://motoxpert.pt/web/image/product.template/2509/image?unique=395abf2;75,0054;96;1
P.16.0072.0036;Carter ESQ, JOG 50, 1E40QMB ;  Cárters E Tampas ;73,58;https://motoxpert.pt/web/image/product.template/2332/image?unique=50bd9d7;90,5034;96;1
P.16.0072.0042;Carter ESQ, ATV250 (Varetas),167FMM;  Cárters E Tampas ;56,91;https://motoxpert.pt/web/image/product.template/2331/image?unique=2796093;69,9993;96;1
P.16.0072.0038;Carter ESQ, ATV150, 157QMJ;  Cárters E Tampas ;73,17;https://motoxpert.pt/web/image/product.template/2330/image?unique=50bd9d7;89,9991;96;1
P.16.0072.0002;Carter DRT, JOG 50, 1E40QMB ;  Cárters E Tampas ;39,84;https://motoxpert.pt/web/image/product.template/2328/image?unique=50bd9d7;49,0032;96;1
P.16.0136;Carter DRT 206A020 YX125/140/150CRF PITBIKE;  Cárters E Tampas ;77,24;https://motoxpert.pt/web/image/product.template/2327/image?unique=0be6f4a;95,0052;96;1
P.16.0234;Carter ESQ. 125/140CC ECO PITBIKE (ANTIGA);  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/2248/image?unique=3c54485;49,9995;96;1
P.16.0060.0095;Carter ESQ, ATV250 SM, LC172MM;  Cárters E Tampas ;56,91;https://motoxpert.pt/web/image/product.template/1375/image?unique=2796093;69,9993;96;1
P.16.0060.0094;Carter DRT, ATV250 (Varetas),167FMM;  Cárters E Tampas ;48,78;https://motoxpert.pt/web/image/product.template/1374/image?unique=2796093;59,9994;96;1
P.16.0060.0096;Carter DRT, ATV250 SM, LC172MM;  Cárters E Tampas ;48,78;https://motoxpert.pt/web/image/product.template/1373/image?unique=2796093;59,9994;96;1
P.16.0010;Carter ESQ 125/140cc LIFAN PITBIKE (ANTIGA);  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/1240/image?unique=3c54485;49,9995;96;1
P.16.0008;Carter Direito 125/140cc ECO PITBIKE (ANTIGA);  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/1239/image?unique=3c54485;49,9995;96;1
110600064-0001;Tampa da Embraiagem (TIPO 1) / SKYTEAM (GORILLA 50) / PITBIKE 110-125;  Cárters E Tampas ;80,48;https://motoxpert.pt/web/image/product.template/36604/image?unique=228901a;98,9904;96;1
11411/152FMH-BK;Tampa do Magnético (Preto), YCF (YX) / PITBIKE;  Cárters E Tampas ;30,08;https://motoxpert.pt/web/image/product.template/32194/image?unique=0e36653;36,9984;96;1
125-F0401;Tampa da Embraiagem, K157FMI;  Cárters E Tampas ;97,56;https://motoxpert.pt/web/image/product.template/8450/image?unique=1a13ad9;119,9988;96;1
P1503;Tampa do magnético  - 12301-D083-00189 - COMP. ATV 90 / TOX (MADOX 90) / YCF (88/125SE);  Cárters E Tampas ;32,47;https://motoxpert.pt/web/image/product.template/5804/image?unique=97e8dc9;39,9381;96;1
P1502;Tampa Drt. Embraiagem ATV90/ATV110;  Cárters E Tampas ;31,71;https://motoxpert.pt/web/image/product.template/5803/image?unique=43f5544;39,0033;96;1
P1498;Tampa do magnético/Pinhon Pitbike 125/140;  Cárters E Tampas ;16,18;https://motoxpert.pt/web/image/product.template/5680/image?unique=db47299;19,9014;96;1
P.16.0179.2;Tampa da Embraiagem (SEMI-AUTO) 110cc, PITBIKE;  Cárters E Tampas ;31,71;https://motoxpert.pt/web/image/product.template/2494/image?unique=c19b964;39,0033;96;1
P.16.0072.0041;Tampa (DRT) (da caixa de velocidades), do Carter ESQ , SCOOTER, GY6 125, 152QMI;  Cárters E Tampas ;26,42;https://motoxpert.pt/web/image/product.template/2176/image?unique=9fe1bcf;32,4966;96;1
P.16.0072.0010;Carter DRT, ATV150, SCOOTER, GY6 125/150, 152QMI, 157QMJ    ;  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/2175/image?unique=519f4ae;49,9995;96;1
P.16.0072.0009;Tampa do carter DRT (do magnético, onde leva a vareta), GY6 125/150, 152QMI, 157QMJ     ;  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/2174/image?unique=0f9da1f;49,9995;96;1
P.16.0072.0015;Carter DRT, 139QMB     ;  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/2172/image?unique=bfb4899;49,9995;96;1
P.16.0072.0014;Tampa do carter DRT (do magnético, onde leva a vareta), GY6 50, 139QMB;  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/2171/image?unique=b7bbe99;49,9995;96;1
P.16.0072.0012;Tampa do carter esq (do variador) (835), 152QMI;  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/2156/image?unique=cac6395;49,9995;96;1
P.16.0056;Tampa do magnético ATV90/ATV110 (para magnetico 6 bobine, motor de arranque por cima)  ;  Cárters E Tampas ;28,46;https://motoxpert.pt/web/image/product.template/1576/image?unique=a5f4029;35,0058;96;1
;M4 : Tampa do Magnetico ATV90/110 (para magnetico de 2 bobines, motor de arranque por cima)  ;  Cárters E Tampas ;26,02;https://motoxpert.pt/web/image/product.template/1575/image?unique=63a0bbd;32,0046;96;1
P.16.0046;Meio Carter DRT ATV90/110, com motor de arranque por cima  ;  Cárters E Tampas ;48,78;https://motoxpert.pt/web/image/product.template/1571/image?unique=3f5b545;59,9994;96;1
P.16.0072.0017;Carter / Tampa da transmissão, 139QMB     ;  Cárters E Tampas ;44,72;https://motoxpert.pt/web/image/product.template/2173/image?unique=a843751;55,0056;96;1
P.16.0179.1;Meio Carter ESQ ATV90/110, com motor de arranque por cima  ;  Cárters E Tampas ;40,65;https://motoxpert.pt/web/image/product.template/2485/image?unique=aebebb3;49,9995;96;1
P.16.0052;Carter de suporte do Motor de Arranque (por baixo), ATV90/110;  Cárters E Tampas ;39,84;https://motoxpert.pt/web/image/product.template/1372/image?unique=f42c7f5;49,0032;96;1
P6873;"Carter ESQ, GY6 125 152QMI (10"")";  Cárters E Tampas ;161,79;https://motoxpert.pt/web/image/product.template/8986/image?unique=bbba5f9;199,0017;96;1
P717;Tampa de acesso á porca da cambota ATV 110/90 (GRANDE);  Cárters E Tampas ;2,44;https://motoxpert.pt/web/image/product.template/4277/image?unique=71a7273;3,0012;96;1
P.16.0072.0011;"Carter ESQ, GY6 125 152QMI (12"")";  Cárters E Tampas ;161,79;https://motoxpert.pt/web/image/product.template/2329/image?unique=a98adf1;199,0017;96;1
P716;TAMPA DO PONTO DO MOTOR ATV 110/90 (PEQUENA);  Cárters E Tampas ;2,44;https://motoxpert.pt/web/image/product.template/4279/image?unique=ee3ea6f;3,0012;96;1
P.16.0118;Carter (x2) de Motor (ESQ+DRT), MINIMOTO 47cc-49cc;  Cárters E Tampas ;20,33;https://motoxpert.pt/web/image/product.template/2333/image?unique=05f7791;25,0059;96;1
11351QK01000;Tampa do Magnético, K157FMI;  Cárters E Tampas ;58,54;https://motoxpert.pt/web/image/product.template/8535/image?unique=ee2101e;72,0042;96;1
86373;Tampa do Magnetico, DAYTONA ANIMA, YCF;  Cárters E Tampas ;31,71;https://motoxpert.pt/web/image/product.template/3217/image?unique=00fcd67;39,0033;96;1
M11353QK01000;Parafuso da Porca da Cambota / Tampa do Magnetico, K157FMI;  Cárters E Tampas ;8,08;https://motoxpert.pt/web/image/product.template/34194/image?unique=a4354cd;9,9384;96;1
P88;Tampa do Magnético (Aluminio), 11411/152FMH / YCF (YX) / PITBIKE;  Cárters E Tampas ;30,08;https://motoxpert.pt/web/image/product.template/3215/image?unique=553637e;36,9984;96;1
P7223;Motor Completo (arrefecido a ar) LIFAN 250cc;  Motores Completos ;649,59;https://motoxpert.pt/web/image/product.template/10946/image?unique=ced4153;798,9957;97;1
P3744;Motor RACING (Completo), MINIMOTO 49cc;  Motores Completos ;121,14;https://motoxpert.pt/web/image/product.template/6989/image?unique=a8a0b16;149,0022;97;1
P138;Motor Completo (ar) CG 200cc, Vertical, LIFAN;  Motores Completos ;568,29;https://motoxpert.pt/web/image/product.template/4946/image?unique=2f85c24;698,9967;97;1
P394;"Motor Completo GY6 50 139QMB (RODA 12"")";  Motores Completos ;804,87;https://motoxpert.pt/web/image/product.template/4538/image?unique=308f13c;989,9901;97;1
P488;Motor Completo (água) CB 250cc (ATV), LONCIN (para peças);  Motores Completos ;243,09;https://motoxpert.pt/web/image/product.template/4537/image?unique=2f85c24;299,0007;97;1
86876;"Motor Completo ""MX"" 190cc (25cv), DAYTONA ANIMA® 2.0, YCF";  Motores Completos ;1056,1;https://motoxpert.pt/web/image/product.template/4536/image?unique=84ab69e;1299,003;97;1
MOTEUR150-3;Motor Completo 150cc (YX150-3), YCF;  Motores Completos ;405,69;https://motoxpert.pt/web/image/product.template/4535/image?unique=84ab69e;498,9987;97;1
87042;"Motor Completo ""MX"" 150cc (22cv), DAYTONA ANIMA® 2.0, YCF";  Motores Completos ;974,8;https://motoxpert.pt/web/image/product.template/4534/image?unique=84ab69e;1199,004;97;1
P.15.0006;Motor Completo 140cc (YX 140), PITBIKE;  Motores Completos ;284,55;https://motoxpert.pt/web/image/product.template/1595/image?unique=9661026;349,9965;97;1
PROD9172;Motor electrico 24V 250W (pequeno);  Motores Completos ;32,52;https://motoxpert.pt/web/image/product.template/1594/image?unique=42d906a;39,9996;97;1
P.15.0015;Motor (Completo), Comp. MINIMOTO 49 / MINI-ATV 49;  Motores Completos ;60,98;https://motoxpert.pt/web/image/product.template/1233/image?unique=8437b62;75,0054;97;1
P6840;Motor (completo) - M10002QK22020 - K157FMI (EFI);  Motores Completos ;975,61;https://motoxpert.pt/web/image/product.template/8992/image?unique=8f9e50b;1200,0003;97;1
P5011;Motor c/ Cx Desm. T8F (13T) + Arranque Elétrico (Completo), TOX (QD03K E-START) / MINIMOTO / ATV 49;  Motores Completos ;93,5;https://motoxpert.pt/web/image/product.template/8572/image?unique=6c4d7bc;115,005;97;1
PROD9171;Motor electrico 36V 800W, ATV ELETRICO (E-QD03L);  Motores Completos ;81,26;https://motoxpert.pt/web/image/product.template/32114/image?unique=4eca033;99,9498;97;1
P5008;Motor electrico 36V 500W, ATV ELETRICO (E-QD03L);  Motores Completos ;81,26;https://motoxpert.pt/web/image/product.template/8577/image?unique=db55443;99,9498;97;1
MOTEUR125P;Motor Completo 125 YX125, YCF PITBIKE;  Motores Completos ;243,09;https://motoxpert.pt/web/image/product.template/4533/image?unique=78e7c1b;299,0007;97;1
P426;Motor Completo 125cc (ECONOMICO), PITBIKE;  Motores Completos ;161,79;https://motoxpert.pt/web/image/product.template/4532/image?unique=3614d14;199,0017;97;1
P2621;Motor Completo 90cc c/ Motor Arranque p/ cima (AUTO);  Motores Completos ;161,79;https://motoxpert.pt/web/image/product.template/6734/image?unique=cacee09;199,0017;97;1
P2428;Motor Completo 110cc c/ Motor Arranque (AUTO + MARCHA ATRAS);  Motores Completos ;202,44;https://motoxpert.pt/web/image/product.template/6520/image?unique=2839d67;249,0012;97;1
P2594;Motor Completo 110-125 (SEMI-AUTO 3+1);  Motores Completos ;243,09;https://motoxpert.pt/web/image/product.template/6445/image?unique=e18b721;299,0007;97;1
MOTEUR110A;Motor Completo 110cc c/ Motor Arranque p/ cima (AUTO);  Motores Completos ;178,86;https://motoxpert.pt/web/image/product.template/4531/image?unique=2fd9ef2;219,9978;97;1
PROD8789;Motor (Completo), c/ Cx Desmultiplicação T8F (13T), TOX (QD07) MIN-ATV 49;  Motores Completos ;80,49;https://motoxpert.pt/web/image/product.template/4368/image?unique=873154b;99,0027;97;1
P2636;Motor Completo 50cc (c/ falange longa) (SCOOTER 2T), 1E40QMB;  Motores Completos ;568,29;https://motoxpert.pt/web/image/product.template/6424/image?unique=fb9189d;698,9967;97;1
P2637;"	Motor Completo 50cc (c/ falange curta) (SCOOTER 2T), 1E40QMB";  Motores Completos ;568,29;https://motoxpert.pt/web/image/product.template/6423/image?unique=fb9189d;698,9967;97;1
P2638;"Motor Completo GY6 125 (16"" / roda alta), 152QMI-III";  Motores Completos ;804,87;https://motoxpert.pt/web/image/product.template/6422/image?unique=3daa786;989,9901;97;1
P2735;"Motor Completo, C / Travão de Tambor (Correira 743) GY6 125 152QMI (10"")";  Motores Completos ;804,87;https://motoxpert.pt/web/image/product.template/6381/image?unique=1fe3dab;989,9901;97;1
P3288;"Motor Completo (s/ sistema de ar secundário SAS) GY6 50 139QMB (RODA 10"")";  Motores Completos ;804,87;https://motoxpert.pt/web/image/product.template/6176/image?unique=1fe3dab;989,9901;97;1
MOTEUR125SEMI;Motor (Completo) YX 125 SEMI-AUTO, YCF PITBIKE;  Motores Completos ;324,39;https://motoxpert.pt/web/image/product.template/8472/image?unique=84ab69e;398,9997;97;1
P27;"Motor Completo, C / Travão de Tambor (Correira 835) GY6 125 152QMI (12"")";  Motores Completos ;804,87;https://motoxpert.pt/web/image/product.template/3115/image?unique=1fe3dab;989,9901;97;1
P6486;Motor Completo (água) CB 250cc (ATV), 167FMM;  Motores Completos ;893,5;https://motoxpert.pt/web/image/product.template/9221/image?unique=2f85c24;1099,005;97;1
88018;Motor (completo) DT190 FSM SOHC 4 Válvulas;  Motores Completos ;1096,75;https://motoxpert.pt/web/image/product.template/9077/image?unique=84ab69e;1349,0025;97;1
;Capacete, WULFSPORT ® FLITE-XTRA (vermelho);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.product/9406/image?unique=e201c90;65,0055;126;1
;Capacete, WULFSPORT ® FLITE-XTRA (laranja);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.product/9409/image?unique=6cd6d1a;65,0055;126;1
;Capacete, WULFSPORT ® FLITE-XTRA (azul);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.product/9412/image?unique=c2be0f5;65,0055;126;1
;Capacete, WULFSPORT ® FLITE-XTRA (verde);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.product/9415/image?unique=05cbf4b;65,0055;126;1
;Capacete, WULFSPORT ® FLITE-XTRA (rosa);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.product/9418/image?unique=06a874a;65,0055;126;1
;Capacete, WULFSPORT ® FLITE-XTRA (amarelo);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.product/9421/image?unique=115a8f2;65,0055;126;1
;Capacete, WULFSPORT ® FLITE-XTRA (Preto);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.product/10084/image?unique=2231e2a;65,0055;126;1
;Capacete, WULFSPORT ® OFF ROAD PRO (Laranja);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.template/18992/image?unique=2af12bb;65,0055;126;1
;Capacete, WULFSPORT ® OFF ROAD PRO (Rosa);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.template/18991/image?unique=84c5617;65,0055;126;1
;Capacete, WULFSPORT ® OFF ROAD PRO (Amarelo);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.template/18990/image?unique=4b83f77;65,0055;126;1
;Capacete, WULFSPORT ® OFF ROAD PRO (Verde);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.template/18989/image?unique=c0a6bf3;65,0055;126;1
;Capacete, WULFSPORT ® OFF ROAD PRO (Azul);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.template/18988/image?unique=b312832;65,0055;126;1
;Capacete, WULFSPORT ® OFF ROAD PRO (Vermelho);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.template/18987/image?unique=d52e2f6;65,0055;126;1
;Capacete, WULFSPORT ® OFF ROAD PRO (Preto);  Criança - Capacetes Motocross ;52,85;https://motoxpert.pt/web/image/product.template/18985/image?unique=2ea10f8;65,0055;126;1
;Capacete XTRM FACTORY (Verde);  Criança - Capacetes Motocross ;47,97;https://motoxpert.pt/web/image/product.template/8443/image?unique=879b486;59,0031;126;1
;Capacete XTRM FACTORY (Laranja/Branco);  Criança - Capacetes Motocross ;47,97;https://motoxpert.pt/web/image/product.product/14037/image?unique=872d91b;59,0031;126;1
;"Capacete ""1"" (Mix)";  Criança - Capacetes Motocross ;47,97;https://motoxpert.pt/web/image/product.product/19437/image?unique=01ffa0f;59,0031;126;1
;Calça, WULFSPORT ® AZTEC (Azul);  Criança - Calças ;52,85;https://motoxpert.pt/web/image/product.template/9417/image?unique=09c7e16;65,0055;129;1
;Luvas MX Criança, WULFSPORT ® CUB STRATOS M/X (vermelho);  Criança - Luvas ;14,59;https://motoxpert.pt/web/image/product.product/8959/image?unique=e85bf7f;17,9457;130;1
